employee_id,fullname,nip,company_id,area_id,position_id,department_id,division_id,directorate_id,grade_id,education_id,major_id,years_of_service_months
100372,Andi Baskara Pamungkas,653084,10,20,50,50,50,20,30,20,30,20
100373,Gita Lestari,338577,10,10,10,10,50,20,30,10,60,73
100374,Utami Tamba,674491,30,40,10,60,20,10,10,20,40,14
100375,Intan Setiawan,232284,20,40,30,10,20,20,10,30,20,58
100376,Evi Iqbal Syahputra,924611,20,40,40,40,10,20,30,30,30,25
100377,Mahendra Pramudita Sinaga,371193,10,30,20,10,50,10,10,30,50,91
100378,Hana Halim,321596,40,20,50,60,40,20,10,40,20,27
100379,Ayu Mahardika Simanjuntak,840629,30,20,50,40,40,30,10,30,40,64
100380,Evi Maulida,878062,40,20,20,40,20,20,30,30,30,32
100381,Cahyo Halim Siregar,908213,30,20,40,50,20,20,30,10,50,43
100382,Utami Erlangga Tamba,208071,20,40,50,40,40,20,20,20,40,65
100383,Eko Mahendra,161541,40,10,50,10,10,30,10,30,40,66
100384,Dimas Saputra Utami,827380,10,40,10,50,30,20,10,40,50,98
100385,Hana Ananda,303038,10,20,40,10,50,20,30,40,50,44
100386,Tania Santoso,675878,10,30,30,60,40,20,30,20,50,76
100387,Ari Tri Hartanto,981132,20,30,60,50,30,20,30,30,40,50
100388,Rani Qolbi Zulfikar,541183,10,40,10,10,10,30,10,30,10,33
100389,Fajar Pratama,434915,20,30,50,30,10,20,30,40,60,74
100390,Bayu Tri Simanjuntak,454485,20,30,10,10,30,30,10,20,40,35
100391,Rizka Adi Anggara,731323,10,40,30,30,30,30,30,20,50,51
100392,Tania Herlambang,129384,10,30,60,20,30,30,10,10,60,20
100393,Oktavia Ramadhan,782437,40,20,20,30,20,10,30,10,10,61
100394,Hadi Jatmiko Kurniawan,222371,30,10,40,50,50,30,10,30,30,44
100395,Joko Nabila Santoso,564871,30,30,10,20,10,10,30,40,40,54
100396,Zaki Anugrah Nugroho,875084,40,10,60,30,30,20,30,40,60,36
100397,Yuni Iqbal Putra,741949,40,30,50,50,20,10,20,10,50,90
100398,Joko Wijaya Wijaya,399540,10,30,20,30,40,10,30,20,50,94
100399,Zaki Ramadhan,526292,10,30,50,50,10,20,30,30,30,56
100400,Luthfi Herlambang,517255,40,10,40,30,20,20,30,30,20,53
100401,Dwi Wijaya Halim,744205,40,20,10,40,20,10,10,30,60,74
100402,Fajar Candra Maulida,589960,10,30,60,30,30,30,10,10,50,91
100403,Prasetyo Lestari,468763,20,20,20,10,20,10,10,40,20,46
100404,Anisa Tri Anggara,182223,30,30,40,30,50,30,20,20,50,25
100405,Teguh Erlangga Setiawan,537895,20,40,10,30,50,10,10,40,40,55
100406,Vania Lestari Subekti,418303,40,20,40,30,40,20,10,10,50,25
100407,Arif Rachman Suharto,625383,20,20,10,30,30,10,10,40,30,94
100408,Rafa Anugrah Kusuma,310594,10,30,30,30,10,30,10,20,20,26
100409,Rani Ginting,248563,20,20,40,20,30,30,20,20,40,24
100410,Adit Saputra Wijaya,670362,20,10,40,10,20,30,10,10,40,64
100411,Rani Fauziah,266657,20,20,30,60,30,30,10,40,10,29
100412,Tania Syahputra,610532,40,40,10,50,40,10,20,20,40,26
100413,Zahra Utama Pratomo,376539,20,10,30,60,50,20,10,10,60,46
100414,Citra Hasibuan,184175,10,20,40,60,40,20,30,30,40,70
100415,Hadi Lukman,306853,10,10,20,20,20,20,10,10,40,38
100416,Cahyo Ganesha Handayani,763802,40,30,20,60,40,10,30,30,40,38
100417,Adi Situmorang,212203,20,10,10,40,10,10,10,40,30,32
100418,Oktavia Ganesha Fauziah,361013,40,40,40,40,40,20,20,40,40,29
100419,Lestari Hidayat,143661,40,10,10,40,10,20,20,20,50,49
100420,Vania Hartanto,857131,40,40,20,20,40,10,20,30,30,81
100421,Adit Anggara,122593,40,20,20,20,20,20,10,20,20,51
100422,Ari Handayani,412819,40,20,10,60,50,30,10,10,60,54
100423,Valdo Fauziah,504461,20,30,10,40,10,10,10,20,60,83
100424,Valdo Ramadhan,583793,40,40,50,50,30,10,20,10,60,23
100425,Novi Baskara Sinaga,948537,40,10,20,10,30,30,20,40,60,53
100426,Dimas Pamungkas,182205,40,20,10,40,10,30,10,20,50,50
100427,Dimas Adi Mahendra,824622,40,20,40,50,30,10,20,30,10,42
100428,Umar Pamungkas,651268,40,40,50,40,30,20,10,30,20,61
100429,Gita Candra Situmorang,373545,10,10,30,30,40,30,10,40,60,31
100430,Valdo Nabila Rohman,152410,10,10,50,30,40,20,10,10,40,39
100431,Novi Wijaya Putra,672623,40,30,30,50,50,10,20,40,60,119
100432,Rani Fadillah Rahmawati,816269,40,20,30,40,10,30,20,10,60,94
100433,Dian Ridwan,953498,40,10,30,50,40,30,20,10,60,9
100434,Hadi Wibowo,529665,30,40,30,20,50,10,30,30,50,59
100435,Intan Syahputra,846697,10,30,50,50,10,10,10,30,60,34
100436,Zahra Wijaya,344400,20,10,40,60,10,30,20,10,20,94
100437,Indra Hartanto,694645,30,40,60,40,10,30,10,20,50,86
100438,Bayu Yudhistira Santoso,890632,10,40,30,30,50,30,30,10,50,50
100439,Intan Tamba,951570,30,10,50,10,20,20,30,20,60,54
100440,Cahyo Utama Sinaga,982586,10,30,60,60,20,20,10,10,50,3
100441,Kartika Herlambang,110921,20,10,10,60,30,10,10,10,30,24
100442,Andi Qolbi Hidayat,115176,30,40,30,50,10,20,30,20,20,29
100443,Bayu Qolbi Hidayat,515233,30,20,50,50,30,30,30,30,50,49
100444,Dimas Purnama,741385,10,30,20,30,30,30,30,10,50,80
100445,Kurnia Wijaya,613214,10,30,50,60,20,10,20,30,60,31
100446,Rifqi Iqbal Ginting,433489,20,10,20,50,30,10,20,40,30,75
100447,Rendra Zulfikar Lestari,608514,10,30,30,30,30,30,30,20,40,23
100448,Gita Jatmiko Santoso,564093,40,10,20,40,40,20,10,40,30,66
100449,Ari Ramadhan,776021,10,30,20,60,10,20,10,10,10,120
100450,Indra Lestari,249957,40,30,50,30,50,10,10,30,10,19
100451,Fitri Qolbi Simanjuntak,143626,30,10,40,20,50,30,30,40,60,63
100452,Zahra Zulfikar Ramadhan,908586,30,10,30,20,40,30,30,40,10,52
100453,Yuni Subekti,595092,10,30,20,20,50,30,30,20,60,27
100454,Nadia Iqbal Maulana,711345,10,10,30,60,30,10,20,20,50,0
100455,Zaki Siregar,932585,40,20,40,40,30,20,10,20,40,71
100456,Rama Gunawan,604540,20,10,30,40,20,10,10,30,10,51
100457,Nurlita Maulana,759462,10,10,30,60,30,20,30,30,40,63
100458,Fajar Mahardika Handayani,876151,40,20,30,50,20,20,30,10,60,70
100459,Zahra Syahputra,906970,10,10,10,30,30,10,30,30,50,81
100460,Joko Sinaga,551128,40,20,40,30,30,20,20,10,40,45
100461,Novi Suharto,854545,30,10,30,20,30,20,10,30,30,37
100462,Lestari Anggara,802474,40,30,50,60,20,10,10,30,30,28
100463,Arif Kurniawan,514863,40,40,40,30,30,10,30,20,40,91
100464,Anisa Erlangga Lukman,604118,40,40,10,30,20,30,10,40,40,104
100465,Eko Pamungkas,583584,10,20,50,10,40,30,20,10,10,48
100466,Gita Nabila Indrawan,483945,20,40,60,20,40,10,30,30,50,48
100467,Lestari Mahardika Suharto,700106,10,40,60,60,20,30,10,10,30,10
100468,Dinda Erlangga Indrawan,926889,10,10,30,30,10,20,10,30,50,26
100469,Sari Suharto,606506,30,40,60,50,30,20,30,10,30,57
100470,Wulan Saputra Santoso,569255,10,20,30,40,30,20,30,20,40,64
100471,Indra Zulfikar Rahmawati,660922,20,30,50,30,20,20,30,10,10,32
100472,Rani Zulfikar Ginting,858143,40,40,10,40,50,10,10,30,30,44
100473,Zaki Zulfikar Salsabila,529714,40,20,10,20,20,10,20,40,50,6
100474,Vania Iqbal Fauziah,308819,10,30,20,50,10,30,20,40,20,45
100475,Rizky Setiawan,269930,10,10,40,30,40,10,10,20,10,47
100476,Sari Hartanto,161209,30,30,30,10,40,20,20,30,40,96
100477,Gita Wibowo,493852,20,20,40,10,40,30,20,30,60,98
100478,Nurlita Kusuma Pratama,460826,40,40,50,20,40,10,10,20,20,66
100479,Rendra Yudhistira Herlambang,444419,20,10,20,10,20,20,30,30,20,82
100480,Dimas Maulana,947073,30,10,30,40,10,10,10,40,60,28
100481,Rama Salsabila,569010,30,10,20,10,40,30,10,10,60,90
100482,Rani Rachman Setiawan,287204,10,40,20,50,50,30,30,40,60,38
100483,Intan Nabila Pamungkas,691951,10,30,60,40,40,30,10,20,60,23
100484,Citra Nabila Handayani,406686,40,10,40,40,20,30,30,20,30,35
100485,Galih Aji Saputra,244322,10,30,60,50,20,20,30,30,40,20
100486,Joko Simanjuntak,962324,40,30,30,50,30,20,10,30,40,22
100487,Joko Lukman,777470,40,30,60,50,40,20,20,40,30,24
100488,Luthfi Pratama,575047,30,10,30,60,20,20,20,20,50,64
100489,Vania Adi Setiawan,404889,20,20,10,50,50,10,20,30,40,12
100490,Cahyo Suharto,876642,10,10,50,50,30,10,20,30,50,44
100491,Gita Anggara,373972,10,10,30,60,50,20,10,10,40,85
100492,Ahmad Lestari Handayani,133776,40,10,40,60,30,30,10,40,20,74
100493,Nurlita Wijaya,387766,30,10,60,50,30,20,10,40,40,47
100494,Dwi Mahardika Anggara,597410,10,40,40,30,10,20,20,10,30,30
100495,Gita Ganesha Zulfikar,169722,10,30,40,30,50,30,20,30,30,64
100496,Intan Wijaya Pratomo,896918,20,20,10,40,20,30,20,10,50,74
100497,Oka Syahputra,629244,10,10,40,20,10,20,30,30,40,38
100498,Fitri Situmorang,983548,10,10,40,10,50,20,20,40,40,58
100499,Adit Herlambang,579047,10,30,20,40,10,10,10,30,30,43
100500,Yoga Mahardika Gunawan,848425,30,30,60,30,50,30,10,40,20,16
100501,Rifqi Rachman Santoso,940942,10,30,50,50,40,30,10,40,60,36
100502,Wahyu Hasibuan,753133,20,20,60,50,50,30,20,40,50,59
100503,Prasetyo Ganesha Ramadhan,125536,40,30,40,20,10,30,10,20,40,44
100504,Kartika Halim Ginting,809245,30,20,20,60,50,30,20,10,20,47
100505,Intan Pramudita Maulida,741605,10,10,50,20,40,30,30,30,60,66
100506,Cahyo Iqbal Suharto,749189,20,30,10,10,30,10,10,40,60,82
100507,Dewi Rahmawati,878742,20,10,10,50,30,30,20,30,60,44
100508,Sari Nabila Halim,125862,40,40,30,30,40,20,10,40,30,41
100509,Zaki Tri Lestari,431599,20,40,10,10,20,30,20,20,20,47
100510,Rizky Lestari Situmorang,384721,20,10,40,30,40,30,20,20,60,46
100511,Nugroho Saputra,370041,20,10,50,10,20,20,30,10,30,29
100512,Valdo Ginting,923589,30,40,20,60,40,30,30,20,50,52
100513,Nabila Fadillah Setiawan,450065,10,10,60,60,10,10,30,10,20,59
100514,Fitri Saputra Yulianto,844504,20,40,40,50,40,20,30,20,10,64
100515,Cahyo Handayani,509749,10,30,30,30,50,10,10,30,60,65
100516,Yoga Nugroho,815764,20,20,10,60,20,10,10,30,40,37
100517,Rendra Wibowo,748583,40,30,60,40,10,20,30,20,30,27
100518,Hana Erlangga Gunawan,250311,10,30,10,60,30,10,30,30,50,83
100519,Teguh Indrawan,782845,20,30,50,60,10,10,20,40,10,56
100520,Rifqi Kusuma Wibowo,265403,30,10,10,10,10,30,20,30,30,74
100521,Nadia Gunawan,928685,20,30,20,60,20,30,30,10,60,35
100522,Nabila Yudhistira Salsabila,963792,10,10,60,40,50,10,30,30,50,63
100523,Indra Adi Hartanto,926943,30,10,40,10,10,30,30,10,40,33
100524,Hadi Nugroho,214245,20,20,20,10,40,20,30,30,20,23
100525,Umar Fauziah,505954,40,10,40,30,40,20,20,40,60,79
100526,Kartika Maulana,497248,40,10,50,30,30,20,30,40,60,82
100527,Rendra Situmorang,420241,30,40,60,60,20,20,20,40,50,50
100528,Lestari Suharto,657020,30,40,50,20,40,30,10,30,30,18
100529,Anisa Lukman,868144,20,40,40,10,20,20,10,10,10,46
100530,Rizki Lestari Suharto,567757,20,20,20,40,10,20,30,20,10,56
100531,Bella Erlangga Pratama,286789,40,40,10,20,50,20,30,10,20,1
100532,Umar Baskara Gunawan,265182,30,10,20,10,40,20,10,10,30,41
100533,Fajar Ananda,208101,10,30,10,40,50,10,30,40,60,19
100534,Rama Kurniawan,280618,40,10,40,60,20,30,20,30,60,20
100535,Wahyu Nabila Saputra,448793,20,30,60,20,50,30,20,30,10,57
100536,Eko Gunawan,354263,40,40,50,50,50,30,20,10,10,79
100537,Iman Yulianto,641586,20,10,20,60,10,20,10,30,20,34
100538,Maya Gunawan,761826,20,10,20,60,30,20,20,40,40,39
100539,Teguh Dharma Indrawan,632475,30,30,40,60,50,30,10,40,20,21
100540,Anisa Halim Ramadhan,179922,20,20,30,30,20,10,30,30,50,47
100541,Dinda Candra Pamungkas,585878,30,10,60,60,50,20,20,40,10,30
100542,Ahmad Situmorang,108424,30,10,20,50,30,30,30,20,60,78
100543,Teguh Fadillah Ramadhan,514092,30,20,40,10,40,20,30,40,20,57
100544,Citra Putra,512663,40,20,50,40,10,10,30,30,20,50
100545,Adit Firmansyah,424202,10,20,40,40,40,20,10,40,60,54
100546,Nadia Saputra Kusuma,767202,20,40,40,50,10,10,30,40,50,77
100547,Nabila Anggara,508164,40,10,30,30,10,20,10,20,10,28
100548,Fajar Suharto,452688,40,40,20,40,10,10,20,30,30,88
100549,Lestari Aji Subekti,559744,10,30,40,40,20,10,30,40,30,22
100550,Hadi Hartanto,391464,30,10,30,30,30,20,20,30,50,68
100551,Mahendra Aji Permadi,124271,30,40,10,20,50,30,30,30,20,33
100552,Vania Syahputra,394697,40,30,30,50,30,10,30,10,30,69
100553,Lestari Kurniawan,989565,30,20,20,30,40,10,20,10,10,31
100554,Intan Saputra,233259,40,10,40,40,50,30,30,10,20,83
100555,Rani Anugrah Ridwan,236227,40,40,60,50,20,10,10,10,50,2
100556,Hadi Rohman,110531,30,10,20,50,50,20,10,30,40,61
100557,Rizka Subekti,442226,20,10,10,60,40,20,20,20,10,59
100558,Joko Kurniawan,881556,30,10,60,20,20,20,10,40,40,79
100559,Ayunda Anggara,293095,30,20,60,60,50,30,20,40,20,26
100560,Adit Zulfikar Hidayat,473938,30,40,10,60,40,20,20,10,20,63
100561,Valdo Santoso,689781,30,40,60,50,30,10,10,10,30,0
100562,Utami Suharto,666114,10,20,10,60,40,30,10,40,40,24
100563,Dinda Maulida,347632,30,20,20,30,50,20,20,20,40,9
100564,Maya Candra Lukman,394860,20,40,20,20,30,20,30,40,30,27
100565,Anisa Pramudita Maulana,911583,20,10,30,50,30,20,30,10,20,28
100566,Rendra Setiawan,661335,10,10,60,40,20,30,20,10,40,95
100567,Nurlita Ananda,391102,20,40,10,30,50,30,10,40,10,79
100568,Hana Dharma Gunawan,151270,20,30,60,50,40,30,10,20,30,61
100569,Zaki Anggara,401004,40,30,60,10,50,10,10,30,30,30
100570,Dewi Mahardika Purnama,529446,20,30,60,40,40,20,30,30,60,72
100571,Yuni Setiawan,809305,40,10,40,50,30,20,30,30,20,40
100572,Rama Pradana,621816,30,10,20,10,50,10,20,10,30,53
100573,Arif Pramudita Syahputra,979823,10,30,20,30,30,20,10,10,20,15
100574,Kartika Putra,698987,20,30,20,50,10,10,30,30,20,64
100575,Prasetyo Handayani,978825,30,30,40,60,50,20,20,20,60,10
100576,Andi Wijaya Kusuma,344402,30,20,40,10,20,20,10,40,60,48
100577,Umar Anugrah Hidayat,169857,40,30,20,30,10,20,10,30,30,79
100578,Teguh Anggara,367278,40,10,50,10,40,20,10,10,20,72
100579,Yoga Sinaga,451139,30,10,60,30,10,10,20,30,10,55
100580,Adi Lukman,469086,10,30,30,20,30,30,30,30,40,39
100581,Wahyu Dharma Santoso,990199,40,10,50,30,50,30,30,10,30,41
100582,Wulan Nabila Fauziah,620375,20,10,40,20,20,30,30,10,20,58
100583,Dinda Zulfikar Herlambang,775302,40,10,60,10,40,20,30,40,50,75
100584,Satya Ananda,506260,20,30,30,30,10,30,20,10,10,80
100585,Indra Rohman,388751,40,10,60,60,30,30,10,30,40,18
100586,Adit Hartanto,923680,10,20,40,60,20,30,30,10,10,33
100587,Nabila Syahputra,173877,10,30,40,30,30,10,30,20,10,54
100588,Intan Rohman,185888,10,40,50,50,40,20,30,10,30,84
100589,Anisa Tri Pamungkas,832493,20,30,20,40,20,10,10,10,10,41
100590,Putri Rachman Hartanto,651557,20,10,50,40,30,20,20,20,30,59
100591,Kurnia Ginting,535552,40,30,50,30,30,30,20,20,40,52
100592,Galih Handayani,454909,20,10,60,40,30,10,30,40,60,51
100593,Hadi Santoso,718540,40,20,10,20,40,30,10,40,40,12
100594,Teguh Sinaga,615125,40,20,40,20,30,20,10,10,30,73
100595,Lestari Saputra,347680,20,10,20,40,20,20,30,10,60,84
100596,Dimas Aji Hidayat,171964,10,40,60,40,40,10,30,30,40,50
100597,Fajar Maulana,810974,10,10,10,60,20,30,10,30,20,58
100598,Adit Aji Tamba,330408,10,40,60,50,20,10,10,20,60,39
100599,Dimas Kurniawan,545270,20,10,20,20,10,10,30,40,10,16
100600,Zaki Wijaya,183834,40,40,40,20,30,10,30,40,50,12
100601,Nurlita Subekti,916084,40,20,30,20,20,20,20,20,20,70
100602,Rifqi Ananda,804854,40,40,10,20,10,30,20,10,10,53
100603,Ahmad Handayani,490479,30,10,60,10,50,30,30,40,20,71
100604,Yoga Lukman,218375,30,20,40,40,50,30,10,30,50,1
100605,Dwi Anggara,969799,10,30,10,40,50,20,30,30,30,73
100606,Wulan Candra Saputra,597645,20,10,10,60,10,30,10,20,30,52
100607,Rifqi Halim,676526,20,40,50,60,30,20,30,10,60,77
100608,Rani Kurniawan,984426,10,40,60,60,40,10,30,40,20,17
100609,Oktavia Nabila Ginting,886572,40,20,60,30,20,10,30,30,50,45
100610,Hana Rohman,363463,20,40,10,50,50,10,30,30,40,71
100611,Indra Sinaga,461530,10,20,60,10,20,30,10,10,60,83
100612,Adit Utami,645697,10,40,50,10,30,10,30,20,10,87
100613,Cahyo Nabila Situmorang,117437,20,30,60,10,40,30,20,20,60,24
100614,Cahyo Pratama,887756,40,20,30,10,30,10,20,20,10,25
100615,Ahmad Halim Nugroho,980688,20,10,40,50,10,30,10,40,10,86
100616,Nadia Ramadhan,954078,20,40,30,20,20,20,20,40,20,46
100617,Eko Rahmawati,649579,40,10,10,10,30,10,30,40,50,32
100618,Arif Ramadhan,343530,10,40,20,10,40,30,10,10,30,81
100619,Adi Candra Firmansyah,655260,30,20,10,20,30,10,20,40,10,49
100620,Oka Kusuma,908837,40,20,30,50,40,10,20,40,30,76
100621,Zahra Fauziah,482321,30,20,60,10,10,30,10,40,50,77
100622,Ahmad Anugrah Anggara,858526,10,30,20,50,20,30,10,10,10,20
100623,Hadi Simanjuntak,213338,10,10,30,30,30,10,30,10,20,53
100624,Luthfi Firmansyah,839593,20,40,40,60,40,10,30,10,40,38
100625,Dwi Utami,851937,40,20,40,20,20,30,30,30,30,83
100626,Arif Nugroho,716358,20,10,40,20,30,10,30,20,60,8
100627,Hadi Handayani,462656,30,30,60,50,40,20,20,30,20,19
100628,Fitri Dharma Siregar,777098,20,40,50,60,50,30,10,20,10,12
100629,Mahendra Subekti,197973,20,30,10,60,20,10,30,20,10,34
100630,Maya Candra Maulida,606823,10,10,50,40,20,30,30,10,20,8
100631,Zahra Dharma Zulfikar,722067,30,30,40,60,30,10,20,40,60,58
100632,Rani Pramudita Suharto,898636,10,40,30,40,20,30,20,30,10,77
100633,Dewi Setiawan,932462,10,40,50,30,40,10,30,40,20,54
100634,Nugroho Pratama,340616,30,10,10,50,30,20,20,10,30,55
100635,Umar Dharma Fauziah,809242,10,10,40,50,10,30,20,10,40,19
100636,Rama Aji Wibowo,416363,20,20,30,20,10,30,30,10,60,76
100637,Rani Adi Simanjuntak,701057,30,20,40,60,10,10,30,30,40,52
100638,Budi Yudhistira Permadi,264996,20,10,30,40,50,10,30,10,20,64
100639,Iman Pratama,299914,20,20,50,20,40,20,20,30,10,54
100640,Dewi Yudhistira Putra,180730,20,10,50,50,40,20,20,10,30,7
100641,Julia Simanjuntak,446470,20,30,40,40,40,20,20,30,10,70
100642,Umar Halim Pradana,851298,30,40,60,60,20,10,10,20,10,69
100643,Dewi Yulianto,762480,40,40,30,30,50,20,10,20,50,64
100644,Ayunda Hartanto,178777,20,20,30,30,30,30,10,40,20,69
100645,Yoga Iqbal Santoso,928180,10,10,50,50,40,30,20,40,50,26
100646,Oktavia Ananda,994852,40,20,50,30,30,10,10,30,20,62
100647,Vania Ganesha Ananda,989531,30,40,20,50,20,20,10,20,60,82
100648,Sari Mahardika Firmansyah,573542,10,20,30,40,50,20,10,20,40,72
100649,Wahyu Dharma Handayani,181669,20,10,10,10,40,20,20,20,60,48
100650,Rifqi Kurniawan,965520,10,40,20,40,50,30,20,30,30,23
100651,Novi Pamungkas,926032,30,10,10,30,50,20,30,40,30,56
100652,Eko Mahardika Lukman,840203,30,40,60,30,10,20,10,40,40,58
100653,Intan Pratama,581062,10,10,40,60,50,10,20,30,50,0
100654,Prasetyo Hidayat,821489,30,40,50,50,30,30,10,10,60,29
100655,Novi Lestari,704863,40,20,50,40,20,10,30,20,20,88
100656,Joko Herlambang,405944,20,40,50,30,30,10,10,10,60,92
100657,Rendra Anugrah Maulida,664536,10,20,40,10,20,10,30,10,40,76
100658,Nurlita Jatmiko Salsabila,604659,20,10,10,60,40,20,10,40,60,149
100659,Bella Utami,693802,30,40,40,20,30,30,20,40,60,26
100660,Anisa Putra,254748,20,10,60,60,10,20,20,20,10,36
100661,Budi Siregar,148430,20,30,30,50,20,30,30,40,60,69
100662,Utami Pratama,461079,40,40,10,30,50,30,10,20,20,67
100663,Rifqi Jatmiko Indrawan,654291,20,20,30,50,30,20,10,40,30,55
100664,Zaki Rachman Putra,577970,40,30,50,20,40,10,10,20,60,19
100665,Rendra Ridwan,418258,30,20,50,20,20,30,30,30,30,42
100666,Evi Sinaga,272544,30,20,60,10,10,30,10,20,10,36
100667,Rifqi Handayani,921140,40,20,50,60,10,10,30,10,20,109
100668,Luthfi Yudhistira Rohman,255953,10,10,20,10,40,20,30,10,60,20
100669,Adi Suharto,916342,30,10,40,30,10,20,10,20,20,79
100670,Rama Tamba,263555,20,10,30,40,30,30,20,40,60,70
100671,Fajar Baskara Rohman,353393,10,10,20,20,40,20,30,20,20,82
100672,Rani Ridwan,660871,30,10,40,30,30,20,30,20,60,76
100673,Citra Siregar,621920,20,20,40,20,40,30,10,10,40,18
100674,Valdo Handayani,643626,20,30,60,50,50,10,20,40,60,31
100675,Fajar Permadi,732697,20,30,40,30,30,30,20,40,60,63
100676,Rifqi Simanjuntak,471025,30,30,30,50,10,20,20,30,20,54
100677,Rani Halim Saputra,199272,30,30,10,30,10,10,10,40,50,13
100678,Julia Jatmiko Nugroho,822401,20,10,20,40,50,10,20,30,30,80
100679,Gita Sinaga,507462,30,40,40,20,30,10,20,20,30,39
100680,Nugroho Ramadhan,877201,40,30,10,50,30,10,10,20,50,47
100681,Kurnia Simanjuntak,734848,10,40,40,60,30,20,30,10,30,28
100682,Tania Zulfikar,293915,10,40,30,30,20,10,20,10,30,39
100683,Rani Qolbi Nugroho,638316,10,40,20,60,20,20,20,30,20,50
100684,Dian Rahmawati,552672,20,40,60,40,30,10,10,30,50,125
100685,Budi Wijaya Wijaya,957704,20,30,60,40,20,10,10,20,40,73
100686,Satya Utami,518513,20,30,30,60,20,20,10,20,60,56
100687,Gita Erlangga Herlambang,249746,20,20,20,50,40,30,10,20,40,36
100688,Adit Iqbal Kurniawan,441262,30,40,40,10,20,20,30,10,30,40
100689,Evi Zulfikar,465532,40,30,40,10,10,20,10,20,10,10
100690,Dian Tri Zulfikar,954330,10,20,50,50,30,30,10,30,20,93
100691,Dian Utama Hasibuan,760968,20,20,60,40,40,30,20,20,30,38
100692,Lestari Halim Purnama,675109,30,20,10,50,40,30,20,20,60,35
100693,Hadi Pramudita Zulfikar,702997,30,30,30,20,30,20,20,20,20,39
100694,Julia Hartanto,655096,30,10,10,50,40,20,20,30,20,48
100695,Joko Erlangga Subekti,141046,20,40,20,60,50,10,10,10,20,4
100696,Adi Halim Ananda,996098,10,40,10,40,50,30,30,30,30,80
100697,Teguh Zulfikar Siregar,352728,20,30,40,10,40,30,30,30,50,61
100698,Hadi Permadi,368125,20,40,40,10,50,20,10,10,20,18
100699,Kartika Rachman Suharto,844275,40,40,30,60,40,20,20,30,20,15
100700,Nugroho Ananda,993097,10,10,60,10,20,20,10,20,10,51
100701,Rani Fadillah Kusuma,224104,10,30,20,20,10,20,30,30,50,86
100702,Kurnia Utami,693362,20,30,10,20,50,20,20,40,50,76
100703,Dian Simanjuntak,814302,10,10,50,30,30,10,30,10,40,30
100704,Kartika Halim Wijaya,707120,20,20,30,30,20,20,30,10,20,44
100705,Gita Halim,296748,30,20,20,50,50,30,20,30,20,31
100706,Eko Jatmiko Mahendra,657209,40,20,60,10,10,10,20,10,30,76
100707,Adit Fauziah,967234,40,10,60,60,10,10,30,20,20,86
100708,Dian Hidayat,736986,40,40,40,50,30,30,30,10,50,85
100709,Citra Pramudita Ginting,665076,20,40,30,10,30,10,20,10,50,33
100710,Adi Wijaya,624872,10,30,50,10,50,30,10,40,10,43
100711,Wulan Lestari,717974,20,30,60,10,40,30,10,10,60,13
100712,Dinda Tamba,982174,30,10,20,40,20,10,20,40,60,84
100713,Iman Indrawan,346078,10,40,50,20,40,10,10,20,60,51
100714,Anisa Fadillah Mahendra,498187,10,20,60,20,50,20,20,10,50,35
100715,Novi Yudhistira Herlambang,410178,20,30,40,30,50,20,10,30,40,37
100716,Rizka Iqbal Firmansyah,947891,30,10,20,40,40,10,30,10,20,30
100717,Nabila Utama Ananda,144294,40,40,10,60,50,30,20,30,30,28
100718,Ayunda Mahardika Utami,466766,30,10,60,50,30,20,10,40,30,72
100719,Dimas Gunawan,579299,40,30,50,40,50,10,30,40,50,10
100720,Bayu Lukman,688968,20,10,40,50,10,20,30,10,20,44
100721,Nadia Rachman Maulana,369106,10,40,10,40,10,10,30,10,20,54
100722,Nadia Zulfikar,906870,30,10,60,50,30,30,10,10,40,68
100723,Ayu Aji Permadi,601705,40,20,50,10,10,30,20,10,20,35
100724,Iman Fadillah Pratama,562248,30,10,60,60,40,30,10,40,10,26
100725,Evi Baskara Suharto,891924,30,40,60,40,20,30,30,30,10,46
100726,Fajar Pradana,756675,20,20,30,10,30,10,20,10,10,76
100727,Sari Utama Hidayat,408415,20,40,30,10,20,30,20,40,60,41
100728,Rani Pradana,909546,40,10,40,10,30,10,20,40,10,75
100729,Ayunda Zulfikar,119515,20,20,30,20,30,10,20,30,20,102
100730,Iman Yudhistira Gunawan,364991,40,30,60,60,10,10,30,10,20,54
100731,Adi Maulana,507025,10,30,50,10,20,10,10,30,50,7
100732,Ayunda Setiawan,468868,30,20,50,60,10,20,20,10,60,68
100733,Utami Purnama,310018,40,40,60,30,20,10,10,30,50,46
100734,Dimas Utami,618258,40,30,30,30,30,20,20,10,50,14
100735,Oka Suharto,542553,40,10,50,20,30,10,20,40,50,87
100736,Oktavia Situmorang,895851,30,20,60,60,40,20,20,20,20,17
100737,Dwi Mahardika Lukman,994469,40,40,20,40,20,30,10,10,20,18
100738,Ahmad Halim,431087,30,40,60,30,10,10,10,40,40,48
100739,Prasetyo Halim Wijaya,485042,40,20,40,60,50,10,10,30,30,32
100740,Cahyo Herlambang,437384,40,40,40,20,40,10,10,20,10,91
100741,Zaki Pratomo,303814,30,30,30,30,30,20,10,30,60,37
100742,Adi Dharma Rohman,629703,10,20,20,60,20,10,10,30,30,67
100743,Nabila Wijaya,323880,30,30,10,60,40,20,20,40,20,16
100744,Zaki Situmorang,563399,10,40,50,10,20,30,30,20,60,58
